epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
0,0.5141259431838989,0.8788567185401917,0.4463070333003998,0.6026400327682495,0.8857141733169556,0.5314297676086426
1,0.5688267946243286,0.8934175372123718,0.3433890640735626,0.7055786848068237,0.8857141733169556,0.4821290969848633
2,0.6967799067497253,0.896959662437439,0.3097659945487976,0.7699663043022156,0.8913995027542114,0.4182291626930237
3,0.7444506883621216,0.898019552230835,0.292371541261673,0.7967261075973511,0.8838192224502563,0.3847290873527527
4,0.7968611121177673,0.9011157155036926,0.26796215772628784,0.8302162289619446,0.8823614716529846,0.3583001494407654
5,0.8401784896850586,0.9093164801597595,0.24369750916957855,0.8416717648506165,0.8784255385398865,0.3221079409122467
6,0.8543491363525391,0.9124687314033508,0.23411153256893158,0.8458912968635559,0.8963556289672852,0.28177446126937866
7,0.8710488080978394,0.915871798992157,0.22032210230827332,0.881273627281189,0.9155977368354797,0.2601945996284485
8,0.8867009878158569,0.923653781414032,0.20680315792560577,0.887349009513855,0.9107871651649475,0.2577001452445984
9,0.8913369178771973,0.9241563081741333,0.2029682844877243,0.8837655186653137,0.9039358496665955,0.24959947168827057
10,0.9026831388473511,0.9273921251296997,0.19233083724975586,0.8982173800468445,0.9160349369049072,0.23071308434009552
11,0.9062901735305786,0.929623544216156,0.18977360427379608,0.9132057428359985,0.9241983294487,0.21396897733211517
12,0.9170809984207153,0.9328872561454773,0.1797216683626175,0.9173186421394348,0.9204081892967224,0.21856914460659027
13,0.9250642657279968,0.9358717799186707,0.17095991969108582,0.9094077944755554,0.9158892631530762,0.21960999071598053
14,0.9291826486587524,0.9382983446121216,0.16546304523944855,0.9287072420120239,0.9306122064590454,0.19351863861083984
15,0.9360911250114441,0.9408371448516846,0.15834715962409973,0.9253358840942383,0.9246355295181274,0.19476400315761566
16,0.9400927424430847,0.9429011344909668,0.15306182205677032,0.9264839291572571,0.930757999420166,0.18981580436229706
17,0.9429655075073242,0.9443513751029968,0.14928534626960754,0.9333216547966003,0.9319241642951965,0.18428239226341248
18,0.9457055926322937,0.9450490474700928,0.14728525280952454,0.942855179309845,0.9408161640167236,0.16523440182209015
19,0.949116051197052,0.9468621015548706,0.1427447497844696,0.9428368806838989,0.9360058903694153,0.16586169600486755
20,0.9508095979690552,0.9475593566894531,0.13930584490299225,0.9443721771240234,0.9399416446685791,0.16928459703922272
21,0.9572235345840454,0.9506275057792664,0.13107594847679138,0.9506365656852722,0.9476675987243652,0.1541144996881485
22,0.9601181745529175,0.953361451625824,0.12570664286613464,0.949135959148407,0.94212806224823,0.15720847249031067
23,0.954088032245636,0.9485356211662292,0.13591541349887848,0.9498838186264038,0.9441691040992737,0.15364007651805878
24,0.9616073369979858,0.9533331990242004,0.12439683824777603,0.9535229802131653,0.9482508301734924,0.1444840431213379
25,0.9664883613586426,0.9562063217163086,0.11635352671146393,0.9344941973686218,0.9298833012580872,0.18164299428462982
26,0.9612911343574524,0.9524406790733337,0.12711036205291748,0.9560552835464478,0.9488337635993958,0.1423780769109726
27,0.9679396748542786,0.9572663903236389,0.11380629986524582,0.9591531753540039,0.9492710828781128,0.14084233343601227
28,0.9704914093017578,0.9581030607223511,0.11112285405397415,0.9590838551521301,0.9467929005622864,0.14222730696201324
29,0.9737759828567505,0.9610599875450134,0.10489039868116379,0.957811713218689,0.9508746862411499,0.14046193659305573
30,0.9754999876022339,0.9621201157569885,0.10095494240522385,0.9595407247543335,0.9517492055892944,0.13893410563468933
31,0.9754601716995239,0.9611713290214539,0.10127989202737808,0.9577814936637878,0.9466472864151001,0.14222466945648193
32,0.9786108136177063,0.9653836488723755,0.09519676119089127,0.960318922996521,0.9488338828086853,0.13751985132694244
33,0.978467583656311,0.9651604294776917,0.09418917447328568,0.9442124366760254,0.9377551078796387,0.168108731508255
34,0.9534870386123657,0.9499024748802185,0.1406446248292923,0.9633604288101196,0.9504374265670776,0.1321655958890915
35,0.9759055972099304,0.9610598683357239,0.1019151359796524,0.9587547183036804,0.9527698159217834,0.1322421282529831
36,0.9712767601013184,0.9582706093788147,0.11080575734376907,0.9678813219070435,0.9569971561431885,0.1199638620018959
37,0.9821023941040039,0.9676988124847412,0.08784690499305725,0.9592485427856445,0.952915370464325,0.1327456831932068
38,0.9823087453842163,0.9680055975914001,0.08571282774209976,0.9670484662055969,0.9574342966079712,0.1219015121459961
39,0.9853833913803101,0.9690375924110413,0.08027061820030212,0.9678443670272827,0.957580029964447,0.11854352056980133
40,0.9852301478385925,0.9708228707313538,0.07871751487255096,0.9715708494186401,0.9612246155738831,0.11350852251052856
41,0.9866779446601868,0.9729706645011902,0.07378770411014557,0.968835175037384,0.9593294262886047,0.11533823609352112
42,0.9877586364746094,0.9726917147636414,0.07287313044071198,0.9618679285049438,0.9504373073577881,0.13691875338554382
43,0.9885441064834595,0.9731939435005188,0.07074886560440063,0.9716852307319641,0.9642856121063232,0.10418884456157684
44,0.9893185496330261,0.9750347137451172,0.06713007390499115,0.9716634750366211,0.9655976295471191,0.10749717801809311
45,0.9889218211174011,0.9752578735351562,0.0669797956943512,0.9713065028190613,0.9647229909896851,0.10613525658845901
46,0.9914463758468628,0.9767642617225647,0.06155019998550415,0.952545166015625,0.9507288932800293,0.15245851874351501
47,0.9782601594924927,0.9640167355537415,0.09570255130529404,0.9735700488090515,0.964139997959137,0.10611388087272644
48,0.9909318685531616,0.9769314527511597,0.06299492716789246,0.9759582281112671,0.9651603102684021,0.09948926419019699
49,0.99244225025177,0.9776013493537903,0.05845033377408981,0.9718899726867676,0.9655976891517639,0.10257305204868317
50,0.9934930801391602,0.9799440503120422,0.05403727665543556,0.9740220308303833,0.9658891558647156,0.10166407376527786
51,0.993895411491394,0.98030686378479,0.05359361693263054,0.9695962071418762,0.9654519557952881,0.10824652016162872
