epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
33,0.994733452796936,0.9882012009620667,0.03236749768257141,0.9496660828590393,0.9769184589385986,0.08100950717926025
34,0.99498051404953,0.988919198513031,0.031022686511278152,0.9545000791549683,0.9750236868858337,0.08408164232969284
35,0.995632529258728,0.9891554713249207,0.029816534370183945,0.9410528540611267,0.9749374985694885,0.09456166625022888
36,0.995920717716217,0.9898545145988464,0.028808454051613808,0.9598992466926575,0.9769184589385986,0.0813591405749321
37,0.9966207146644592,0.9903833866119385,0.02695234678685665,0.9318833351135254,0.9737317562103271,0.09738751500844955
38,0.9963563084602356,0.9904022812843323,0.025928908959031105,0.9535869359970093,0.9780380725860596,0.08355826139450073
39,0.9973569512367249,0.9911108016967773,0.024130165576934814,0.9431237578392029,0.9772629141807556,0.0878535732626915
40,0.9965327978134155,0.9907991290092468,0.025444213300943375,0.946597695350647,0.9776074290275574,0.08559367060661316
41,0.9973450899124146,0.9919611215591431,0.022008899599313736,0.9545345306396484,0.9792436957359314,0.07772530615329742
42,0.9975233674049377,0.9918763041496277,0.021983293816447258,0.9504446387290955,0.97812420129776,0.08232362568378448
43,0.9980546236038208,0.9925187230110168,0.020705511793494225,0.9431653022766113,0.9789853096008301,0.08668716251850128
44,0.9974960088729858,0.9923201203346252,0.02099085971713066,0.9507455229759216,0.9786409735679626,0.0777711346745491
45,0.9973860383033752,0.9923955798149109,0.020849842578172684,0.9386174082756042,0.9782103896141052,0.09359390288591385
46,0.9982856512069702,0.9936524033546448,0.01763990893959999,0.9285197257995605,0.9773491024971008,0.09727475047111511
47,0.9984992742538452,0.9933878779411316,0.01820976287126541,0.9526926875114441,0.978899359703064,0.08548715710639954
48,0.9979581236839294,0.9932366609573364,0.01883062906563282,0.9441866278648376,0.97803795337677,0.09240608662366867
49,0.9984479546546936,0.9935389757156372,0.017382875084877014,0.9491750001907349,0.9779519438743591,0.09368638694286346
50,0.9988011717796326,0.9941624999046326,0.016008412465453148,0.9538260102272034,0.9795020222663879,0.08170294761657715
51,0.9981754422187805,0.9937748908996582,0.017835702747106552,0.9383093118667603,0.9779518246650696,0.09327589720487595
52,0.999051034450531,0.9947290420532227,0.014722713269293308,0.9496157169342041,0.978813111782074,0.08721902966499329
53,0.9990418553352356,0.9948047995567322,0.013960742391645908,0.9455122947692871,0.9786407947540283,0.09466256946325302
54,0.9991479516029358,0.9950504302978516,0.013134591281414032,0.9459028840065002,0.9799327254295349,0.09573263674974442
55,0.9987518191337585,0.994719922542572,0.01443418674170971,0.9332787990570068,0.9777796268463135,0.10294254869222641
56,0.9991455078125,0.9951825141906738,0.013337737880647182,0.9406306147575378,0.9790714383125305,0.09681057929992676
57,0.9985120296478271,0.9952016472816467,0.01377344410866499,0.9415155053138733,0.9793298840522766,0.09891077876091003
58,0.999091625213623,0.9952490925788879,0.012688098475337029,0.9424405694007874,0.978899359703064,0.091367207467556
59,0.9992105960845947,0.9956360459327698,0.012029279954731464,0.9450949430465698,0.9781243205070496,0.09759388864040375
60,0.9989084601402283,0.9954851269721985,0.012058419175446033,0.9244690537452698,0.979502260684967,0.1032823994755745
61,0.9990540742874146,0.9960988759994507,0.011149875819683075,0.926034688949585,0.9797606468200684,0.10098496824502945
62,0.9993639588356018,0.9964392185211182,0.010439721867442131,0.9298983216285706,0.9792438745498657,0.10582225769758224
63,0.9991599917411804,0.9960612654685974,0.01080983504652977,0.9330724477767944,0.9791576862335205,0.10045135766267776
64,0.999224841594696,0.9959763884544373,0.01086144708096981,0.9309945702552795,0.9799329042434692,0.10879505425691605
65,0.999255359172821,0.9963449239730835,0.010385492816567421,0.939390242099762,0.9769185185432434,0.10084614157676697
66,0.9997496008872986,0.9972614049911499,0.007532695773988962,0.9325106143951416,0.9801911115646362,0.10627229511737823
67,0.9992431402206421,0.9960233569145203,0.010928857140243053,0.9368464350700378,0.9813109040260315,0.09743070602416992
68,0.9991011619567871,0.9966657757759094,0.00967233907431364,0.9354503750801086,0.9789854884147644,0.12008554488420486
69,0.9991196990013123,0.9959763884544373,0.010707740671932697,0.9209083318710327,0.9788132309913635,0.10743988305330276
70,0.999545156955719,0.9971006512641907,0.008163905702531338,0.9389204978942871,0.9816552996635437,0.09916407614946365
71,0.9995983242988586,0.9967982172966003,0.00873111654073,0.9261807203292847,0.9803633093833923,0.10687702894210815
72,0.9992377161979675,0.9965994954109192,0.009688432328402996,0.9131565690040588,0.9807940125465393,0.11497879773378372
73,0.9991517066955566,0.9964677095413208,0.009695020504295826,0.9342502355575562,0.9803633093833923,0.10672629624605179
74,0.9994773864746094,0.9971948266029358,0.0081340866163373,0.9361452460289001,0.9804495573043823,0.10491957515478134
75,0.9993153810501099,0.997223436832428,0.008060702122747898,0.9326615333557129,0.9760571718215942,0.11766047775745392
76,0.999563992023468,0.9971762299537659,0.007957622408866882,0.93571937084198,0.9815691709518433,0.10547561198472977
77,0.9996079802513123,0.9973933100700378,0.007294392213225365,0.9255203604698181,0.9806218147277832,0.11406862735748291
78,0.9995449185371399,0.9974877834320068,0.006994718685746193,0.9259865880012512,0.9800189733505249,0.12172539532184601
79,0.998920202255249,0.9967509508132935,0.00902531761676073,0.9280519485473633,0.9810523986816406,0.12141557037830353
80,0.999579131603241,0.9972420930862427,0.007393538951873779,0.9200453758239746,0.9786409735679626,0.12839438021183014
81,0.9993929862976074,0.9971853494644165,0.008164326660335064,0.9244109988212585,0.9805357456207275,0.11846613138914108
82,0.9994481205940247,0.9974594116210938,0.007144388742744923,0.9314397573471069,0.977779746055603,0.11765292286872864
83,0.9991898536682129,0.9966946244239807,0.009302787482738495,0.9356052279472351,0.9805357456207275,0.11255861073732376
84,0.9995580315589905,0.997837483882904,0.006076449528336525,0.9334201812744141,0.9810523986816406,0.12040375173091888
85,0.9992610812187195,0.9978940486907959,0.0062781162559986115,0.9287052154541016,0.9823443293571472,0.10945464670658112
86,0.9998406767845154,0.9981680512428284,0.005060107912868261,0.9298525452613831,0.9801913499832153,0.1234322190284729
87,0.9994179010391235,0.9979695677757263,0.0061685326509177685,0.9214682579040527,0.980966329574585,0.12235461920499802
88,0.9991366267204285,0.9971946477890015,0.008350713178515434,0.9216904044151306,0.980966329574585,0.1241329163312912
89,0.9997459650039673,0.9981112480163574,0.0055656954646110535,0.9258206486701965,0.9827748537063599,0.12348382920026779
90,0.9995594024658203,0.9977899789810181,0.006165108177810907,0.9222027063369751,0.9814829230308533,0.13007982075214386
91,0.9992833137512207,0.997563362121582,0.007357238791882992,0.9154094457626343,0.9791578054428101,0.11290888488292694
