epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
0,0.5211334824562073,0.8325601816177368,0.5429190993309021,0.5495206117630005,0.8411306142807007,0.5814915895462036
1,0.5240201354026794,0.8635962009429932,0.41109707951545715,0.5492889881134033,0.8411306142807007,0.5750880241394043
2,0.5314019322395325,0.8638170957565308,0.4082435071468353,0.5975407958030701,0.8411306142807007,0.5675592422485352
3,0.5654993653297424,0.863817036151886,0.40054622292518616,0.620643675327301,0.8411306142807007,0.5788001418113708
4,0.5815117359161377,0.8638171553611755,0.39644768834114075,0.6535570621490479,0.8411306142807007,0.5656769871711731
5,0.6118848323822021,0.8638171553611755,0.3904620110988617,0.6679079532623291,0.8411306142807007,0.5410439968109131
6,0.639788806438446,0.8639275431632996,0.3838934302330017,0.6955926418304443,0.8411306142807007,0.5249782800674438
7,0.6929425001144409,0.8655843138694763,0.36719802021980286,0.7218627333641052,0.841618001461029,0.4959906339645386
8,0.7246007323265076,0.8660260438919067,0.354204386472702,0.7179176807403564,0.8304093480110168,0.4820317327976227
9,0.7436697483062744,0.8690082430839539,0.3451414704322815,0.7277551889419556,0.8440545797348022,0.46037495136260986
10,0.7673738598823547,0.8693395853042603,0.33363601565361023,0.7308618426322937,0.8318712711334229,0.4516092538833618
11,0.7831423282623291,0.8687873482704163,0.3280743360519409,0.7422753572463989,0.8464912176132202,0.4456714689731598
12,0.7976087927818298,0.8715484738349915,0.3213915526866913,0.734136164188385,0.8445419073104858,0.42817604541778564
13,0.8082884550094604,0.8746411204338074,0.3132011890411377,0.7380616664886475,0.8343079686164856,0.434171199798584
14,0.8234096765518188,0.8760769367218018,0.3049877882003784,0.7412882447242737,0.8367446064949036,0.417329877614975
15,0.8188928961753845,0.8770709037780762,0.3059074580669403,0.728391706943512,0.8328459858894348,0.42101237177848816
16,0.8289916515350342,0.8759663701057434,0.30126434564590454,0.7485710978507996,0.8367446064949036,0.4081474840641022
17,0.8356828689575195,0.8813782334327698,0.2948910892009735,0.7554253935813904,0.8343079686164856,0.4011443853378296
18,0.8402760624885559,0.8811574578285217,0.2923899292945862,0.7566257119178772,0.8425925374031067,0.39592739939689636
19,0.837088406085968,0.8812678456306458,0.2929799258708954,0.7465610504150391,0.8377193808555603,0.41566354036331177
20,0.846721887588501,0.8865694999694824,0.28369611501693726,0.7645323276519775,0.8289473652839661,0.3931882381439209
21,0.8526351451873779,0.8855753540992737,0.28163260221481323,0.7740516662597656,0.8533138036727905,0.3770844340324402
22,0.8516795039176941,0.8862380981445312,0.2801629304885864,0.7803685069084167,0.8542884588241577,0.36912477016448975
23,0.8640666007995605,0.8912082314491272,0.2722800374031067,0.7961258888244629,0.863547682762146,0.3591139614582062
24,0.8747141361236572,0.8930859565734863,0.263820618391037,0.7913726568222046,0.8494151830673218,0.36354300379753113
25,0.8764312863349915,0.8980562090873718,0.25988107919692993,0.8067095279693604,0.8625731468200684,0.34987229108810425
26,0.8803207874298096,0.8969515562057495,0.257562518119812,0.8007411360740662,0.8562378287315369,0.35454297065734863
27,0.885633111000061,0.900817334651947,0.25057947635650635,0.797005295753479,0.8581870794296265,0.35335028171539307
28,0.8892483115196228,0.9020323157310486,0.24654142558574677,0.8117282390594482,0.8620858192443848,0.34127184748649597
29,0.8801112771034241,0.8977248072624207,0.25442007184028625,0.8064255118370056,0.8615984320640564,0.34385740756988525
30,0.8947233557701111,0.9052351713180542,0.24060623347759247,0.8080511689186096,0.8679336905479431,0.3405161201953888
31,0.8988792896270752,0.9039099216461182,0.23904985189437866,0.8223459124565125,0.8728070259094238,0.32390502095222473
32,0.8957308530807495,0.9068920612335205,0.23905405402183533,0.8031051158905029,0.8684210777282715,0.33763280510902405
33,0.9006726145744324,0.9060086011886597,0.2366616427898407,0.8222852349281311,0.8732944130897522,0.3202797770500183
34,0.9100096821784973,0.9086591601371765,0.22603528201580048,0.8269851803779602,0.874756395816803,0.3150787949562073
35,0.9155030846595764,0.9138500690460205,0.21914032101631165,0.8290093541145325,0.8728070259094238,0.3140764832496643
36,0.9093536734580994,0.9089905023574829,0.22760193049907684,0.8499844670295715,0.8835282325744629,0.29831168055534363
37,0.9148494005203247,0.9135187864303589,0.21956263482570648,0.8411886692047119,0.8752436637878418,0.3089629113674164
38,0.9206287860870361,0.9169427752494812,0.21187439560890198,0.842289388179779,0.8810915946960449,0.29874199628829956
39,0.9214910864830017,0.9169427156448364,0.20928186178207397,0.8381870985031128,0.8752436637878418,0.31076228618621826
40,0.9302883148193359,0.9184889793395996,0.200071319937706,0.854483425617218,0.8874268531799316,0.2858768701553345
41,0.9325510859489441,0.9193726778030396,0.19974026083946228,0.8635172843933105,0.8864522576332092,0.28613951802253723
42,0.9373149871826172,0.9267727732658386,0.19004452228546143,0.8464677929878235,0.8840156197547913,0.29091811180114746
43,0.9382240772247314,0.9244531989097595,0.18813158571720123,0.863856315612793,0.8845029473304749,0.2861015796661377
44,0.9404690861701965,0.9259995222091675,0.1883230358362198,0.8636214137077332,0.8825536370277405,0.28694477677345276
45,0.939136266708374,0.9268832206726074,0.18645432591438293,0.8506240248680115,0.884015679359436,0.31224796175956726
